roundId,investor
round_1583,Tracxn Labs
round_1583,Venkat Tadanki
round_1583,Krishna Mehra
round_1583,Amit Rathore
round_1584,Axiata Digital
round_1585,Ankit Maheshwari
round_1585,Anand Singh
round_1586,BlackJag Partners
round_1587,Cameron Jones
round_1588,Ritesh Dwivedy
round_1588,Priti Padhy
round_1589,3 undisclosed HNIs
round_1590,Ratan Tata
round_1591,CIO Angel Network
round_1591,Indian Angel Network
round_1592,Vivek Joshi
round_1592,Mohit Satyanand
round_1592,Amit Banati
round_1592,Arun Khanna
round_1593,Edelweiss Private Equity
round_1594,Ratan Tata
round_1594,Bhavish Aggarwal
round_1594,Ankit Bhati
round_1594,Binny Bansal
round_1594,Girish Mathrubootham
round_1595,TVS Automobile Solutions Ltd
round_1596,TVS Automobile Solutions Ltd
round_1597,TVS Automobile Solutions Ltd
round_1598,50K Ventures
round_1600,Viridian Capital
round_1601,EVC Ventures
round_1602,Valpro Capital and existing investors
round_1603,MCube8
round_1604,You & Mr Jones
round_1604,Fortisure Ventures
round_1604,Diaz Nesamoney
round_1605,Saama Capital
round_1605,Blume Ventures & Vaibhav Domkundwar
round_1606,Accel Partners India
round_1607,Indian Angel Network
round_1608,IvyCap Ventures and Unicorn India Ventures
round_1609,Info Edge (India) Ltd
round_1610,Info Edge (India) Ltd
round_1611,Atul Ingle
round_1612,Guy Oseary
round_1613,Sequoia Capital
round_1614,Nimmagadda Prasad
round_1615,Ravi Adusumalli
round_1615,SAIF Partners
round_1616,Infuse Ventures
round_1617,New Enterprise Associates (NEA)
round_1617,Blume Ventures
round_1618,BetOnIndia Technology Pvt Ltd
round_1619,Sanjay Verma
round_1619,Amit Khanna (LetsVenture)
round_1621,Hamraj Kumar
round_1622,Timbru Ventures
round_1623,Swan Angel Network
round_1624,Idein Ventures
round_1625,Concur Technologies
round_1625,Gund Investment
round_1626,IndiaMart
round_1627,Bitkemy Ventures
round_1628,Unicorn Venture
round_1629,CP Bothra
round_1630,The Chennai Angels
round_1631,RB Investments PTE Ltd
round_1631,Orios Venture Partners
round_1632,Rahul Kirloskar
round_1632,Fusion Tech Ventures
round_1632,Adi Saravanan
round_1632,Pravin Dongre
round_1632,Mahendra Doshi
round_1633,Saif Partners
round_1634,Purvi Ventures
round_1634,Rajul Garg
round_1634,Vipin Arora
round_1635,Indian Angel Network
round_1636,Rise India
round_1637,Jitendra Gupta
round_1637,Pankaj Tripathi
round_1638,Nexus Venture Partners
round_1639,Kalaari Capital
round_1640,GVFL
round_1641,Mayfield Ventures
round_1643,SAIF Partners
round_1643,Aprameya Radhakrishnan
round_1643,Phanindra Sama
round_1643,Subba Rao Telidevara
round_1643,Vibhu Garg
round_1643,Paula Ravindra Mariwala
round_1643,Gaurav Bhalotia
round_1645,Kanodia family
round_1645,Amit Banka
round_1646,GVFL Ltd
round_1647,Accel Partners
round_1647,RB Investments
round_1649,Bertelsmann India Investments
round_1649,Mayfield India
round_1649,Saama Capital
round_1649,India Quotient
round_1650,Sanjeev Sinha
round_1651,Soniks Consulting
round_1653,vCommission
round_1654,Harsh Vardhan Hada
round_1655,Piyush Jain
round_1656,Uniqorn Ventures Fund
round_1656,TV Mohandas Pai
round_1656,S Somasegar
round_1657,Brand Capital
round_1658,Aarin Capital
round_1659,Omidyar Network
round_1659,Accel Partners & existing investors
round_1660,Carpediem Capital & Others
round_1661,Niloufer Dundh
round_1661,Fauzan Rahim
round_1661,Balamurugan Mani
round_1662,The Chennai Angels
round_1663,Ankush Mehta
round_1664,StartupXseed Ventures
round_1665,GMO Payment Gateway
round_1665,MediaTek
round_1666,Brand Capital
round_1669,Shruth & Smith Group
round_1669,Hermes Group
round_1670,Blume Ventures
round_1671,Rohan Angrish
round_1671,Hrishi Oberoi
round_1671,Rahul Mehta
round_1671,Kapil Hetamsaria
round_1671,Pranav Dedhia
round_1672,International Finance Corp
round_1672,TPG Growth
round_1672,Adveq Management
round_1672,IDG Ventures
round_1672,Ratan Tata
round_1672,Kris Gopalakrishnan
round_1673,Sistema Asia Fund
round_1673,Helion Venture
round_1673,VentureEast
round_1673,India Alternatives
round_1674,Grex.in
round_1675,Grex.in
round_1677,Kalaari Capital Accelerator Program
round_1678,Kalaari Capital Accelerator Program
round_1679,Kalaari Capital Accelerator Program
round_1680,IDG Ventures
round_1680,Inventus Capital
round_1680,Indian Angel Network
round_1681,Group of undisclosed Angel Investors & HNIs
round_1682,MoMagic Technologies
round_1683,Rajul Garg & Others
round_1685,Exfinity Venture Partners
round_1685,Blume Ventures
round_1685,BeeNext
round_1685,Rajesh Ranavat
round_1686,Roopak Saluja
round_1686,Vishal Khare
round_1687,Manish Kheterpal
round_1687,Vinay Mittal
round_1687,Dinesh Mittal
round_1687,Sandeep Gupta
round_1688,IDG Ventures India
round_1688,Inventus Capital
round_1688,Blume Ventures
round_1689,Accel Partners
round_1689,Matrix Partners
round_1689,Girish Mathrubootham
round_1690,NanoHoldings
round_1692,Norwest Venture Partners
round_1692,DST Global
round_1692,Accel Partners
round_1694,JM Financial Products Ltd
round_1694,Arun Tadanki
round_1694,Doreswamy Nandkishore
round_1694,Kshitij Jain
round_1695,Khazanah Nasional Berhad
round_1696,Blume Ventures
round_1696,Rajan Anandan
round_1696,Sumit Jain
round_1696,Aprameya Radhakrishna
round_1696,Sujeet Kumar
round_1696,Phanindra Sama
round_1697,Creation Investments Capital Management
round_1697,SAIF Partners
round_1697,Sequoia Capital
round_1697,Aspada Ventures
round_1698,GROUPE SOS
round_1699,Rakesh Gupta
round_1699,Aditya Aggarwal
round_1699,Siddharth Banerjee
round_1699,Vikas Ranjan
round_1699,Anshul Jindal
round_1699,"Sunil Koul, and Sanjeev Agrawal"
round_1700,ah! Ventures
round_1701,Phanindra Sama
round_1701,Raghunandan G
round_1702,Anurag Chauhan
round_1703,Matrix Partners
round_1703,Nexus Ventures
round_1704,Undisclosed Investors & Tamarind Family Private Trust
round_1705,S Chand
round_1705,AdvantEdge Partners
round_1706,Kinnevik Group
round_1706,Rocket Internet
round_1707,Rata Tata
round_1708,Accel Partners
round_1708,Helion Venture Partners
round_1709,Anupam Mittal
round_1709,Anuj Srivastava
round_1709,Ankit Nagori
round_1710,YourNest Angel Fund
round_1711,Katabole Technology Venture
round_1712,Subramanya SV
round_1713,Kaizen Management Advisors
round_1713,DeVry Inc
round_1714,Blume Ventures
round_1715,Sujeet Kumar
round_1715,Aprameya
round_1715,Sumit Jain
round_1715,Subramanya Venkat
round_1715,Venk
round_1715,Ravi Machani
round_1715,Hitesh Gupta
round_1715,Rohit Choudhary
round_1717,Ratan Tata
round_1718,Undisclosed HNIs
round_1719,Chatsworth Management
round_1719,ITW Digital
round_1721,Pradeep Reddy Kamasan
round_1722,vCommission
round_1723,MCube Capital Advisors Pvt Ltd
round_1724,Undisclosed HNIs
round_1725,Indian Angel Network
round_1726,Gray Matters Capital
round_1727,Sudhir Mehta
round_1728,Anand Mahindra
round_1729,FF Angel
round_1729,Sequoia Capital
round_1730,Accel Partners
round_1730,Indian Angel Network
round_1730,India Innovation Fund India Venture Partners
round_1731,MoMagic Technologies
round_1732,Kunal Shah
round_1732,Sandeep Tandon
round_1733,Anirudh Damani
round_1733,Vikram Lakhotia
round_1734,Ashish Gupta and other undisclosed investors
round_1735,HT Media Ltd
round_1736,NSI Infinium Global Pvt. Ltd
round_1737,HBM Healthcare Investments
round_1738,Ashish Gupta
round_1740,Nelstone Ventures
round_1740,Transmedia Capital
round_1740,Maiden Lane Ventures
round_1740,CSC Upshot & Angel investors
round_1741,Raman Roy
round_1742,Indian Angel Network
round_1742,Alok Sharma
round_1742,Kris Gopalakrishnan
round_1742,"Saurabh Srivastava, and Ajai Chowdhry"
round_1743,Vineet Singh
round_1744,Equentia Natural Resource & Other undisclosed investors
round_1745,Xiaomi Inc
round_1746,N.S. Raghavan Centre for Entrepreneurial Learning
round_1747,Mukesh Bansal
round_1748,Times Internet Ltd
round_1749,Blume Ventures
round_1749,Barkawi Holdings GmbH
round_1749,TM Service Technology Holdings GmbH
round_1750,DTDC Express Ltd
round_1751,Ninestarter
round_1752,L\\xe2\\x80\\x99Occitane
round_1753,Axilor Ventures
round_1754,Nazara Technologies Pvt Ltd
round_1755,IDG
round_1755,Indian Angel Network
round_1756,Villgro
round_1757,Mahendra Patel
round_1757,Nilender Chauhan
round_1758,Rattan Chadha
round_1759,Wingify
round_1760,Softbank
round_1760,Sequoia Capital
round_1760,Lightspeed Venture Partners
round_1760,Greenoaks Capital
round_1760,DSG Consumer Partners and Venture Nursery
round_1761,Prashant Puri
round_1762,Kris Gopalakrishnan
round_1762,Dr. Ranjan Pai
round_1763,Shaan
round_1764,Anirudh Damani
round_1764,Daud Ali
round_1764,Narendra Karnavat
round_1764,Vikas Kapoor
round_1764,Vikram Lakhotia
round_1764,Krishna Jhunjhunwaala
round_1764,Jayesh Shah
round_1765,Anil Kapoor
round_1766,Pravin Khandelwal
round_1766,Yatin Kumar Jain
round_1767,Dr. Aniruddha Malpani
round_1768,Dr. Sridhar Ramaswamy
round_1768,Rakesh Mathur
round_1769,Prime Venture Partners
round_1770,StartUp Equity Partners
round_1771,Rajeev Agrawal
round_1771,Prashant Gooty
round_1772,Ram Shriram
round_1772,Neeraj Arora
round_1772,Puru Vashishtha
round_1773,Mount Nathan Advisors
round_1774,Mahavir Pratap Sharma
round_1774,Ajay Data
round_1774,Yogesh Chaudhary
round_1774,Sanjay Phophaliya
round_1774,Siddharth Agarwal
round_1774,Kamal Kothari
round_1775,Naturals Salon Chain
round_1776,Vivek Nathani
round_1776,Yogesh Chaudhary
round_1776,Mahavir Pratap Sharma
round_1776,Kamal Kothari
round_1776,H C Jain
round_1778,Tiger Global
round_1779,Vijay Shekhar Sharma
round_1780,Pawan Munjal
round_1780,AdvantEdge Partners
round_1780,Astarc Ventures
round_1781,Ajay Data & other HNIs
round_1782,Rajan Anandan
round_1783,Mitin Patel
round_1783,Gaurav Agarwal
round_1784,Paytm & existing investors
round_1785,Bhavish Aggarwal
round_1785,Ankit Bhati
round_1786,Stanford Angels
round_1786,LetsVenture
round_1786,Chennai Angels
round_1786,Hyderabad Angels
round_1786,Mumbai Angels
round_1787,ah! Ventures
round_1788,Ratan Tata
round_1789,Man Capital
round_1790,RN Agarwal
round_1791,India Educational Investment Fund
round_1792,Brand Capital
round_1793,Maverick Capital Ventures
round_1793,Sequoia Capital
round_1793,Omidyar Network
round_1794,YourNest Angel Fund
round_1794,Rajul Garg
round_1795,Undisclosed Angel investors & HNIs
round_1796,Blume Ventures
round_1796,Adil Allana
round_1796,Aprameya Radhakrishna
round_1796,Gautam Ivatury
round_1796,Signal Point Partners
round_1797,Ajay Data & undisclosed HNIs
round_1798,M&Y Partners
round_1798,SVG Media
round_1798,Anthil Ventures & others
round_1799,GirnarSoft
round_1800,Mayfield India II Management Ltd
round_1801,Inventus Capital Partners
round_1801,HR Fund
round_1802,NTT Finance
round_1802,Telephone Corporation
round_1803,Indian Angel network
round_1804,50K Ventures
round_1805,Blume Ventures
round_1806,GrowthStory
round_1806,Apurva Salapuria
round_1806,Hitesh Oberoi
round_1806,Sidharth Pansari
round_1806,Nirupa Shankar
round_1807,IDFC SPICE Fund
round_1807,Micromax Informatics
round_1808,Max Levchin
round_1808,Scott Banister
round_1809,Bertelsmann India Investments
round_1810,EVC Ventures
round_1811,Farooq Oomerbhoy
round_1811,Anupam Mittal
round_1811,Anand Mittal
round_1811,Ravi Garikipati
round_1811,Vibhu Garg
round_1811,Singapore Angel Network
round_1811,Konglo Ventures
round_1812,Nandan Nilekani
round_1812,Helion Ventures
round_1812,Omidyar Networks
round_1812,Blume Ventures
round_1814,Axilor Ventures
round_1815,Blume Ventures & Other unnamed Investors
round_1816,Rebright Partners
round_1816,Anand Rajaraman
round_1816,Venky Harinarayan
round_1817,RB Investments
round_1817,Fundnel
round_1818,vCommission
round_1819,Unitus Seed Fund
round_1820,RoundGlass Partners
round_1821,S Chand & Co
round_1822,Lip-Bu Tan
round_1822,Michael Marks
round_1822,Nicolas Braithwaite
round_1823,YourNest Angel Fund
round_1824,Kludein LLC\\nPhanindra Sama
round_1824,Narayan Ramachandran
round_1824,Pranav Pai
round_1825,Nandan Nilekani
round_1825,Accel Partners
round_1826,Dino Morea
round_1827,Blinc Advisors
round_1827,Amit Nanavati
round_1827,Tashwinder Singh
round_1827,Taranjit Jaswal
round_1827,Amit Khanna
round_1829,Matt Glickman
round_1830,YourNest Angel Fund
round_1831,Sudhir Mehta
round_1831,Anoop Hingorani
round_1832,IvyCap Ventures
round_1833,Manoj Kumar & Other undisclosed investors
round_1834,Daman Soni
round_1834,Rajat Gupta & Others
round_1835,Mohit Gulati
round_1836,Artiman Ventures
round_1837,Ruchirans Jaipuria
round_1837,Anuj Sanghi
round_1838,Accel Partners
round_1838,Qualcomm Ventures
round_1838,M&S Partners
round_1838,Zop Smart
round_1839,Rebright Partners
round_1839,Sol Primero
round_1839,Sudhir Anandarao
round_1839,Ankur Warikoo
round_1839,Ankur Singla
round_1840,Unicorn Ventures
round_1841,Naveen Tewari
round_1841,Abhay Singhal
round_1841,Amit Gupta
round_1841,Piyush Shah
round_1841,Raghunandan G
round_1841,Rajiv Mehta
round_1842,Undisclosed private investors
round_1843,Matrix Partners India
round_1844,Vijay Krishna Yadav
round_1845,Apoorv Ranjan Sharma
round_1845,Daud Ali and others
round_1846,Prime Venture Partners
round_1847,Undisclosed Japanese investor
round_1847,Bertelsmann India Investments
round_1847,Nirvana Digital India Fund
round_1847,Nirvana Digital Investment Holding Co Ltd
round_1847,500 Start-Ups
round_1848,Aspada Investment Advisors
round_1848,Blume Ventures.
round_1849,Amadeus Capital
round_1850,Indian Angel Network
round_1850,Stanford Angels
round_1850,Entrepreneurs India
round_1851,"Vipul Parekh, ajesh K Murthy"
round_1852,PurpleTalk Inc
round_1853,Amit Choudhary
round_1853,Anuj Puri
round_1854,Dheeraj Jain & Other angel investors
round_1855,Puneet Gupta
round_1857,Raj Gala Shah
round_1857,Zaheer Memon
round_1858,Ignition Partners
round_1858,Greycroft Partners
round_1858,Fidelity Growth Partners India
round_1859,Mohit Goel
round_1860,Janak Parikh
round_1861,Hari Krishna
round_1861,Ajay Modani
round_1861,Dr V Ravinder
round_1861,Anirudh Rastogi
round_1861,Abhishek Jain
round_1861,Rakesh Gakhar
round_1861,Rajeev Mudumba
round_1861,Nagendra Prasad Bhanuprakash
round_1862,Agarwal Movers Group
round_1863,Hemang Sahani
round_1864,S Chand and Co Pvt Ltd
round_1864,Blume Ventures
round_1865,Funding through 1Crowd platform
round_1866,Alex Kuruvilla
round_1866,Pradeep Guha
round_1866,Saket Dhankar
round_1866,Rajan Pandhare
round_1867,Chandrashekar Tallapragada
round_1867,Pankaj Kapoor
round_1868,Kris Gopalakrishnan
round_1868,Atul Nishar
round_1869,Beenext
round_1870,Zishaan Hayath
round_1870,Abhishek Goyal
round_1870,Arjun and Rohan Malhotra
round_1870,Harpreet Singh Grover
round_1870,Gagan Dugal
round_1872,Swastika Company Ltd
round_1874,Rannvijay Singh
round_1874,Anita Hassanandani
round_1875,Sashi Reddi & Other unnamed investors
round_1876,Naveen Gupta
round_1877,Unitus Seed Fund
round_1878,Google Capital
round_1879,CASHurDRIVE Marketing Pvt Ltd
round_1880,Sequoia India
round_1880,Sofina
round_1881,Abraaj Group
round_1882,Indian Angel Network
round_1882,Tracxn Labs & Others
round_1883,Sachin Tendulkar
round_1884,Rajul Garg
round_1884,Alok Mittal
round_1884,Kunal Shah
round_1884,Rishi Mandawat
round_1884,Dheeraj Jain
round_1884,Sandeep Tandon
round_1884,Dexter Angel Circle
round_1885,Pix Vine Capital
round_1885,Infocomm Development Authority of Singapore
round_1886,GAIN
round_1887,Devidas Desai
round_1887,Vipul Gautam
round_1887,Singapore Angel Network
round_1888,Indian Angel Network
round_1889,500 Startups
round_1889,Littlerock
round_1889,Singularity Ventures
round_1890,BitChemy Ventures
round_1890,Maheshwari Investments Pvt Ltd
round_1890,Anshoo Gaur
round_1890,Rama Krishna Reddy
round_1890,Sandeep Seerapu
round_1891,Bhavish Aggarwal
round_1891,Binny Bansal
round_1891,\\xc2\\xa0 Rajan Anandan
round_1891,Mekin Maheshwar
round_1891,Sunil Kalra
round_1891,Anupam Mittal
round_1891,Krishna Mehra
round_1891,Singapore Angel Network
round_1892,Broadbean Capital services
round_1893,Bharanidharan Viswanathan
round_1893,Sanjiv Mittal
round_1893,Shobhit Shukla
round_1893,Rahul Agarwal
round_1895,Robin Utthappa
round_1896,Rajul Garg
round_1896,Daljit Singh
round_1896,Aditya Vij
round_1896,Kishore Kumar
round_1896,Shuchin Bajaj
round_1897,Sarva Capital
round_1899,Jay Vijayan
round_1900,SoftBank Ventures Korea
round_1901,Alok Mittal
round_1901,Amit Gupta
round_1901,Anuj Srivastava
round_1901,Himanshu Aggarwal
round_1901,Raghunandan G
round_1901,Puneet Agarwal
round_1902,Mohandas Pai
round_1902,Hiro Mashita
round_1902,Singapore Angel Network
round_1902,500 Startups
round_1902,Rajan Anandan
round_1902,Ajay Sarupria
round_1903,Indian Angel Network
round_1904,Snow Leopard Technology Ventures
round_1905,Wipro Ventures
round_1905,\\xc2\\xa0 Lumis Partners
round_1906,T V Mohandas Pai
round_1906,\\xc2\\xa0 Aarin Capital
round_1907,Multiple investors through Ten Minute Million competition
round_1908,Multiple investors through Ten Minute Million competition
round_1909,Multiple investors through Ten Minute Million competition
round_1910,Multiple investors through Ten Minute Million competition
round_1911,Dunamis Ventures Pte Ltd.
round_1912,Green House Ventures (GHV)
round_1913,Green House Ventures (GHV)
round_1914,Ingram Content Group
round_1915,Oranda Global & Others
round_1916,TV Mohandas Pai
round_1916,Aarin Capital
round_1917,Sherpa Capital
round_1917,Nyca Partners and Thomvest Ventures
round_1918,Vandana Luthra
round_1919,Nexus Venture Partners
round_1920,Raghunandan G
round_1920,Venturesity
round_1920,Arihant Patni
round_1921,Saha Fund
round_1921,TV Mohandas Pai
round_1921,Zia Mody
round_1921,Mumbai Angels
round_1921,Ananda Kallugadde
round_1921,Rakesh Desai
round_1921,Rakesh Malhotra
round_1925,Mohit Goel
round_1925,Vinod Jain & Others
round_1926,Ratan Tata
round_1927,Green House Ventures (GHV)
round_1928,Green House Ventures (GHV)
round_1929,Sixth Sense Ventures
round_1930,Vinod Bansal
round_1930,Sanjeev Singhal
round_1931,Mahesh Parasuraman
round_1931,Rahul Gautam & Others
round_1932,SAIF Partners
round_1932,IDG Ventures India
round_1932,Vertex Ventures
round_1932,Valiant Capital
round_1933,Ratan Tata
round_1934,Endiya Partners
round_1934,Mekin Maheshwari
round_1934,Rajesh Sawhney
round_1935,India Ventures
round_1935,Aarin Capital & Others
round_1936,Edelweiss Financial Services
round_1937,Lion Ventures
round_1938,Aqeel Ahmed
round_1941,Manipal Global Education Services
round_1942,Atul Jain
round_1942,Anil Gelra
round_1942,Jaikumar Nair
round_1943,Jaideep Mehta
round_1944,Sachin Dalal
round_1945,Jayabalan Subramanian
round_1946,Alok Rawat
round_1946,Grey Orange Robotics
round_1947,Sunil Mehta
round_1948,Kalaari Capital
round_1949,Aspada Advisors
round_1949,IDG Ventures
round_1949,\\xc2\\xa0 Inventus Capital
round_1950,Ontario Teachers\\xe2\\x80\\x99 Pension Plan & Others
round_1951,Saumya Tandon
round_1952,Ratan Tata
round_1953,Mukesh Kumar Gupta
round_1954,Vaibhav Doshi
round_1954,Abhay Singhal
round_1954,Vibhu Garg
round_1954,Joby Babu
round_1954,Abhishek Acharya
round_1954,Manish Shah
round_1955,Blume Ventures
round_1955,\\xc2\\xa0 Tracxn Labs
round_1956,Ranjit Singh
round_1957,GrowX Ventures
round_1957,Kunal Shah
round_1957,Sandeep Tandon
round_1957,Haresh Chawla
round_1957,Powai Lake Ventures
round_1957,Globevestor
round_1958,Unitus Seed Fund
round_1959,Virendra Shekhawat
round_1959,Deepak Chokhani
round_1959,Yogesh Patel & Others
round_1960,Brand Capital
round_1960,Siddhivinayak Skyscrapers
round_1960,Dinesh R. Challa
round_1961,Vishwadeep Bajaj & Others
round_1962,Rajnish Sinha
round_1962,Prijit Debnath
round_1962,Kanchan Ghoshal
round_1963,Lead Angels
round_1964,KWAN Entertainment & Marketing Solutions
round_1964,Powerhouse Ventures & Others
round_1965,Dr Nandish Domlur
round_1965,Amit Sandill
round_1966,Tiger Global
round_1967,Michael & Susan Dell Foundation
round_1968,Ratan Tata
round_1969,Lightspeed Venture Partners
round_1969,K Ganesh
round_1971,Sujal Shah
round_1971,Dino Morea
round_1972,Nandan Nilekani
round_1972,Mohandas Pai
round_1972,Neeraj Arora
round_1972,Anand Rajaraman
round_1972,Girish Mathrubootham
round_1972,Aneesh Reddy & Teruhide Sato
round_1973,Farooq Oomerbhoy & Other angel investors
round_1974,Qualcomm (Through QPrize Contest)
round_1975,Aavishkaar
round_1976,Chennai Angels
round_1977,Mohandas Pai
round_1977,Varun Aggarwal
round_1978,Purvi Ventures & Others
round_1979,3 undisclosed investors
round_1980,Nitin Bagmane & Other undisclosed investors
round_1981,Lightspeed India
round_1983,Sachin Bansal
round_1983,Binny Bansal
round_1983,Accel Partners & Others
round_1984,IvyCap Ventures
round_1984,Orios Venture Partners
round_1984,Mayfield India
round_1985,Indian Angel Network
round_1986,Omidyar Network
round_1986,\\xc2\\xa0 Vikram Lal
round_1986,Abhijit Bhandari
round_1986,Mahesh Murthy
round_1986,Shashank Bhagat
round_1987,Rocket Internet AG
round_1987,Holtzbrink Ventures
round_1987,"New Enterprise Associates (NEA), e.ventures, ru-Net"
round_1987,Deutsche Telekom Strategic Investments (DTSI)
round_1987,Silicon Valley Bank
round_1988,StartupXseed Ventures
round_1988,The Phoenix Fund and others
round_1989,Yajnanarayana Kammaje
round_1990,Tracxn Syndicate
round_1991,Beenext
round_1991,Digital Garage
round_1991,Beenos
round_1991,Qualgro
round_1991,Mamoru Taniya
round_1991,SAIF Partners
round_1992,Varun Aggarwal
round_1992,Suresh Venkat
round_1992,Raj Y
round_1993,Swastika Company Ltd
round_1994,Vishal Bali & Others
round_1995,Matrix Partners India
round_1996,Calcutta Angels
round_1996,Lead Angels & Others
round_1997,Accel Partners
round_1997,Ashish Hemrajani
round_1997,Parikshit Dar
round_1997,Rajesh Balpande
round_1998,Undisclosed HNIs
round_1999,Kapil Goel
round_2000,Insitor Impact Asia Fund
round_2000,Acumen Fund
round_2001,Ratan Tata
round_2002,Eduardo Saverin
round_2004,Rajan Anandan
round_2004,Pramod Bhasin
round_2004,Siddharth Pai
round_2004,TV Mohandas Pai
round_2004,Manvinder Singh Banga
round_2006,Ratan Tata
round_2007,MeritTrac
round_2008,Sequoia Capital
round_2008,Kunal Bahl
round_2008,Rohit Bansal
round_2008,Deepinder Goyal
round_2008,Ashish Dhawan
round_2008,Mayank Singhal
round_2009,Centre for Innovation Incubation and Entrepreneurship (CIIE)
round_2010,Samir Bangara
round_2010,Anisha Mittal
round_2010,Amit Gupta
round_2010,Pallav Nadhani
round_2010,Lalit Mangal
round_2010,Arihant Patni
round_2010,Dr. Ritesh Malik
round_2010,Deobrat Singh
round_2010,Saurab Paruthi
round_2010,Singapore Angel Network.
round_2011,Dinesh Agarwal
round_2013,Tata Capital Innovation Fund
round_2014,Ratan Tata
round_2015,Dheeraj Jain
round_2015,Jagdish Kumar
round_2015,Bharat Gupta
round_2015,Ankush Saigal
round_2015,Praveen Saini
round_2016,Lalitesh Katragadda
round_2016,\\xc2\\xa0 Ganayantrika Systems
round_2017,Arjun Handa
round_2017,Amit Jindal
round_2017,Nagendra Chaudhary
round_2018,Bhanu Vikram Parsotam
round_2018,Rohan Desai and Paras Patel
round_2019,SIDBI Venture Capital Limited
round_2019,YourNest Angel Fund
round_2020,Ankur Gupta
round_2021,Myntra/LivSpace Founders
round_2023,Idein Ventures
round_2024,Newbie Promoter Pvt Ltd
round_2025,Ctrip.com International Ltd
round_2026,Lightbox Ventures
round_2027,Krishna Jhujhunwala
round_2027,Dr. Apoorv Ranjan Sharma
round_2027,Anirudh Damani
round_2027,Anand Ladsariya
round_2027,Sanjay Mehta & Others
round_2028,GBIM Technologies Pvt Ltd
round_2029,Arun Chandra Mohan
round_2031,Nahata Family
round_2031,Waheed Alli
round_2032,500 Startups
round_2032,Mato Peric
round_2032,TracxnLabs
round_2033,Zodius Capital
round_2033,Lightspeed Venture Partners
round_2034,TV Mohandas Pai
round_2034,LetsVenture
round_2035,Ranjan Mahtani
round_2036,GIC
round_2036,Tiger Global Management
round_2036,Nexus Venture Partners
round_2037,Matt Mullenweg
round_2037,Adam D\\xe2\\x80\\x99Angelo
round_2037,Aditya Agarwal
round_2037,\\xc2\\xa0 Ruchi Sanghvi & Others
round_2038,Vallabh Bhanshali
round_2038,N Squared Management LLC
round_2038,Jagdish & Sandeep Mehta Family Office
round_2039,Equity Crest
round_2039,Vinners
round_2039,Sparknext
round_2040,Temasek Holdings
round_2040,March Capital
round_2040,Warburg Pincus
round_2041,Shiva Ashok & Other unnamed investors
round_2042,Unicorn India Ventures
round_2043,50k Ventures
round_2043,Munish Jauhar
round_2043,Pulkit Jain
round_2043,Rohit Narang
round_2044,SAIF Partners
round_2044,India Quotient
round_2045,RoundGlass Partners
round_2046,Amod Malviya
round_2047,Mustafa Wajid
round_2047,Umang Kumar & Others
round_2048,Indian Angel Network
round_2049,Flipkart
round_2049,Saavn
round_2049,Micromax
round_2049,Dhiraj Rajaram
round_2049,Ambiga Dhiraj
round_2049,Dinesh Agarwal
round_2049,Samir Bangara
round_2049,Sanjay Nath
round_2049,Arihant Patni
round_2050,Cipher-Plexus Capital Advisors & Indian HNIs
round_2051,Varun Khurana
round_2051,Samar Singla
round_2051,Vinay Bansal
round_2052,Hyderabad Angels
round_2052,Lalit Mangal
round_2052,\\xc2\\xa0 Vikas Malpani
round_2052,Gaurav Bhalotia
round_2052,LV Prasad
round_2053,Times Group
round_2054,Abhinav Mathur
round_2055,Sanjay Mehta
round_2056,Huzaifa Khorakiwala
round_2057,Bertelsmann India Investments
round_2057,Nirvana Digital India Fund
round_2057,Nirvana Digital Investment Holding
round_2057,500 Startups
round_2058,Harmony Partners
round_2058,RB Investments & existing investors
round_2059,Flipkart
round_2060,Ratan Tata
round_2061,Anand Chandrasekaran & Others
round_2062,Unilazer Fund
round_2062,\\xc2\\xa0 Phanindra Sama
round_2062,Peyush Bansal
round_2063,Omidyar Network
round_2064,Umang Kumar
round_2065,Lemelson Foundation
round_2065,Michael and Susan Dell Foundation
round_2066,500 Startups
round_2067,Trifecta Capital
round_2068,Alpha Capital
round_2069,Undisclosed US Based Investors
round_2070,Sa\\xc3\\xafd Business School Seed Fund.
round_2071,Farooq Adam
round_2071,Ambi Parameswaran
round_2072,Ratan Tata
round_2073,Rob Chandra
round_2074,Unilazer Ventures
round_2075,SoftBank Corp
round_2076,Sequoia Capital
round_2076,Beenext Ventures
round_2076,India Quotient
round_2076,Anand Chandrasekaran
round_2077,Kanpur Angels & Others
round_2078,GIC
round_2079,Jungle Ventures
round_2079,Taurus Value Creation
round_2079,Konly Venture
round_2079,Blume Ventures
round_2080,Chandigarh Angels Funding
round_2081,Arihant Patni
round_2081,Avnish Mehra
round_2081,Pranay Adhvaryu
round_2081,Ravi Sampat
round_2082,The Chennai Angels
round_2083,APIS Partners
round_2084,Institutional Venture Partners
round_2084,Norwest Venture Partners
round_2084,Lightspeed Venture Partners
round_2084,CRV
round_2085,Purvi Ventures
round_2086,Venture Catalysts
round_2087,Nandan Nilekani
round_2087,Accel Partners
round_2087,Kalaari Capital and Inventus Capital
round_2088,GPA group
round_2089,Ratan Tata
round_2090,Puneet Dalmia
round_2092,Lalit Mangal & Others
round_2093,Un disclosed investors
round_2094,Anupam Mittal
round_2094,Amit Gupta
