investor,startup,roundId,investmentType,amountUSD,date,year
Blume Ventures,Servify,round_1749,Private Equity,,2016-04-05,2016
Barkawi Holdings GmbH,Servify,round_1749,Private Equity,,2016-04-05,2016
TM Service Technology Holdings GmbH,Servify,round_1749,Private Equity,,2016-04-05,2016
DTDC Express Ltd,Shipsy,round_1750,Private Equity,1000000.0,2016-04-06,2016
Ninestarter,gear6,round_1751,Seed,500000.0,2016-04-06,2016
L\\xe2\\x80\\x99Occitane,MyGlamm,round_1752,Private Equity,6000000.0,2016-04-06,2016
Axilor Ventures,Petoo,round_1753,Private Equity,1000000.0,2016-04-06,2016
Nazara Technologies Pvt Ltd,Truly Social,round_1754,Private Equity,,2016-04-07,2016
IDG,Little Black Book,round_1755,Seed,,2016-04-08,2016
Indian Angel Network,Little Black Book,round_1755,Seed,,2016-04-08,2016
Villgro,Vahan,round_1756,Seed,,2016-04-08,2016
Mahendra Patel,imedilane,round_1757,Seed,40000.0,2016-04-08,2016
Nilender Chauhan,imedilane,round_1757,Seed,40000.0,2016-04-08,2016
Rattan Chadha,Living Local,round_1758,Seed,200000.0,2016-04-11,2016
Wingify,Vegfru,round_1759,Seed,,2016-04-11,2016
Softbank,Oyo,round_1760,Private Equity,100000000.0,2016-04-11,2016
Sequoia Capital,Oyo,round_1760,Private Equity,100000000.0,2016-04-11,2016
Lightspeed Venture Partners,Oyo,round_1760,Private Equity,100000000.0,2016-04-11,2016
Greenoaks Capital,Oyo,round_1760,Private Equity,100000000.0,2016-04-11,2016
DSG Consumer Partners and Venture Nursery,Oyo,round_1760,Private Equity,100000000.0,2016-04-11,2016
Prashant Puri,PriceRaja,round_1761,Seed,300000.0,2016-04-11,2016
Kris Gopalakrishnan,MagicX,round_1762,Seed,1000000.0,2016-04-12,2016
Dr. Ranjan Pai,MagicX,round_1762,Seed,1000000.0,2016-04-12,2016
Shaan,Happydemic,round_1763,Seed,,2016-04-12,2016
Anirudh Damani,LenDenClub,round_1764,Seed,,2016-04-12,2016
Daud Ali,LenDenClub,round_1764,Seed,,2016-04-12,2016
Narendra Karnavat,LenDenClub,round_1764,Seed,,2016-04-12,2016
Vikas Kapoor,LenDenClub,round_1764,Seed,,2016-04-12,2016
Vikram Lakhotia,LenDenClub,round_1764,Seed,,2016-04-12,2016
Krishna Jhunjhunwaala,LenDenClub,round_1764,Seed,,2016-04-12,2016
Jayesh Shah,LenDenClub,round_1764,Seed,,2016-04-12,2016
Anil Kapoor,Indi.com,round_1765,Seed,,2016-04-12,2016
Pravin Khandelwal,Legalraasta,round_1766,Seed,1000000.0,2016-04-13,2016
Yatin Kumar Jain,Legalraasta,round_1766,Seed,1000000.0,2016-04-13,2016
Dr. Aniruddha Malpani,RainCan,round_1767,Seed,150000.0,2016-04-13,2016
Dr. Sridhar Ramaswamy,Hippily,round_1768,Seed,250000.0,2016-04-13,2016
Rakesh Mathur,Hippily,round_1768,Seed,250000.0,2016-04-13,2016
Prime Venture Partners,kredX,round_1769,Seed,750000.0,2016-04-13,2016
StartUp Equity Partners,Wedwise,round_1770,Seed,,2016-04-14,2016
Rajeev Agrawal,BeaconsTalk,round_1771,Seed,100000.0,2016-04-14,2016
Prashant Gooty,BeaconsTalk,round_1771,Seed,100000.0,2016-04-14,2016
Ram Shriram,Deal 4Loans,round_1772,Seed,,2016-04-15,2016
Neeraj Arora,Deal 4Loans,round_1772,Seed,,2016-04-15,2016
Puru Vashishtha,Deal 4Loans,round_1772,Seed,,2016-04-15,2016
Mount Nathan Advisors,RenewBuy,round_1773,Seed,1000000.0,2016-04-15,2016
Mahavir Pratap Sharma,Blue Box Media,round_1774,Seed,,2016-04-15,2016
Ajay Data,Blue Box Media,round_1774,Seed,,2016-04-15,2016
Yogesh Chaudhary,Blue Box Media,round_1774,Seed,,2016-04-15,2016
Sanjay Phophaliya,Blue Box Media,round_1774,Seed,,2016-04-15,2016
Siddharth Agarwal,Blue Box Media,round_1774,Seed,,2016-04-15,2016
Kamal Kothari,Blue Box Media,round_1774,Seed,,2016-04-15,2016
Naturals Salon Chain,Vyomo,round_1775,Private Equity,15000000.0,2016-04-15,2016
Vivek Nathani,Organicshop,round_1776,Seed,,2016-04-15,2016
Yogesh Chaudhary,Organicshop,round_1776,Seed,,2016-04-15,2016
Mahavir Pratap Sharma,Organicshop,round_1776,Seed,,2016-04-15,2016
Kamal Kothari,Organicshop,round_1776,Seed,,2016-04-15,2016
H C Jain,Organicshop,round_1776,Seed,,2016-04-15,2016
Tiger Global,NestAway,round_1778,Private Equity,30000000.0,2016-04-15,2016
Vijay Shekhar Sharma,Tapchief,round_1779,Seed,150000.0,2016-04-15,2016
Pawan Munjal,Rapido,round_1780,Private Equity,,2016-04-18,2016
AdvantEdge Partners,Rapido,round_1780,Private Equity,,2016-04-18,2016
Astarc Ventures,Rapido,round_1780,Private Equity,,2016-04-18,2016
Ajay Data & other HNIs,Yufta,round_1781,Seed,,2016-04-18,2016
Rajan Anandan,Smytten,round_1782,Seed,,2016-04-18,2016
Mitin Patel,Houssup,round_1783,Seed,,2016-04-18,2016
Gaurav Agarwal,Houssup,round_1783,Seed,,2016-04-18,2016
Paytm & existing investors,Jugnoo,round_1784,Private Equity,10000000.0,2016-04-18,2016
Bhavish Aggarwal,Tork Motocycles,round_1785,Seed,,2016-04-18,2016
Ankit Bhati,Tork Motocycles,round_1785,Seed,,2016-04-18,2016
Stanford Angels,Betaout,round_1786,Private Equity,1500000.0,2016-04-19,2016
LetsVenture,Betaout,round_1786,Private Equity,1500000.0,2016-04-19,2016
Chennai Angels,Betaout,round_1786,Private Equity,1500000.0,2016-04-19,2016
Hyderabad Angels,Betaout,round_1786,Private Equity,1500000.0,2016-04-19,2016
Mumbai Angels,Betaout,round_1786,Private Equity,1500000.0,2016-04-19,2016
ah! Ventures,DriversCart,round_1787,Seed,450000.0,2016-04-19,2016
Ratan Tata,LensKart,round_1788,Private Equity,,2016-04-19,2016
Man Capital,CollegeDekho,round_1789,Private Equity,2000000.0,2016-04-19,2016
RN Agarwal,OYOfit,round_1790,Seed,,2016-04-19,2016
India Educational Investment Fund,Oliveboard,round_1791,Private Equity,,2016-04-19,2016
Brand Capital,Simplilearn,round_1792,Private Equity,,2016-04-19,2016
Maverick Capital Ventures,1mg,round_1793,Private Equity,15000000.0,2016-04-20,2016
Sequoia Capital,1mg,round_1793,Private Equity,15000000.0,2016-04-20,2016
Omidyar Network,1mg,round_1793,Private Equity,15000000.0,2016-04-20,2016
YourNest Angel Fund,Fashalot,round_1794,Seed,,2016-04-20,2016
Rajul Garg,Fashalot,round_1794,Seed,,2016-04-20,2016
Undisclosed Angel investors & HNIs,Broomberg,round_1795,Seed,,2016-04-20,2016
Blume Ventures,m.paani,round_1796,Seed,,2016-04-21,2016
Adil Allana,m.paani,round_1796,Seed,,2016-04-21,2016
Aprameya Radhakrishna,m.paani,round_1796,Seed,,2016-04-21,2016
Gautam Ivatury,m.paani,round_1796,Seed,,2016-04-21,2016
Signal Point Partners,m.paani,round_1796,Seed,,2016-04-21,2016
Ajay Data & undisclosed HNIs,Yufta,round_1797,Seed,,2016-04-21,2016
M&Y Partners,mishTag,round_1798,Seed,,2016-04-21,2016
SVG Media,mishTag,round_1798,Seed,,2016-04-21,2016
Anthil Ventures & others,mishTag,round_1798,Seed,,2016-04-21,2016
GirnarSoft,Advanced Structures India,round_1799,Private Equity,,2016-04-21,2016
Mayfield India II Management Ltd,Licious,round_1800,Private Equity,3000000.0,2016-04-22,2016
Inventus Capital Partners,Knolskae,round_1801,Private Equity,,2016-04-22,2016
HR Fund,Knolskae,round_1801,Private Equity,,2016-04-22,2016
NTT Finance,Druva,round_1802,Private Equity,,2016-04-22,2016
Telephone Corporation,Druva,round_1802,Private Equity,,2016-04-22,2016
Indian Angel network,TOKO Innovation Studios,round_1803,Seed,450000.0,2016-04-22,2016
50K Ventures,Commut,round_1804,Seed,200000.0,2016-04-25,2016
Blume Ventures,intouchapp,round_1805,Seed,,2016-04-25,2016
GrowthStory,Dropkaffe,round_1806,Seed,550000.0,2016-04-25,2016
Apurva Salapuria,Dropkaffe,round_1806,Seed,550000.0,2016-04-25,2016
Hitesh Oberoi,Dropkaffe,round_1806,Seed,550000.0,2016-04-25,2016
Sidharth Pansari,Dropkaffe,round_1806,Seed,550000.0,2016-04-25,2016
Nirupa Shankar,Dropkaffe,round_1806,Seed,550000.0,2016-04-25,2016
IDFC SPICE Fund,Transerv,round_1807,Private Equity,15000000.0,2016-04-26,2016
Micromax Informatics,Transerv,round_1807,Private Equity,15000000.0,2016-04-26,2016
Max Levchin,ClearTax,round_1808,Private Equity,1300000.0,2016-04-26,2016
Scott Banister,ClearTax,round_1808,Private Equity,1300000.0,2016-04-26,2016
Bertelsmann India Investments,Roposo,round_1809,Private Equity,15000000.0,2016-04-26,2016
EVC Ventures,MilkBasket,round_1810,Seed,500000.0,2016-04-27,2016
Farooq Oomerbhoy,CareonGO,round_1811,Seed,,2016-04-27,2016
Anupam Mittal,CareonGO,round_1811,Seed,,2016-04-27,2016
Anand Mittal,CareonGO,round_1811,Seed,,2016-04-27,2016
Ravi Garikipati,CareonGO,round_1811,Seed,,2016-04-27,2016
Vibhu Garg,CareonGO,round_1811,Seed,,2016-04-27,2016
Singapore Angel Network,CareonGO,round_1811,Seed,,2016-04-27,2016
Konglo Ventures,CareonGO,round_1811,Seed,,2016-04-27,2016
Nandan Nilekani,RailYatri,round_1812,Private Equity,,2016-04-27,2016
Helion Ventures,RailYatri,round_1812,Private Equity,,2016-04-27,2016
Omidyar Networks,RailYatri,round_1812,Private Equity,,2016-04-27,2016
Blume Ventures,RailYatri,round_1812,Private Equity,,2016-04-27,2016
Axilor Ventures,Murgency,round_1814,Private Equity,,2016-04-27,2016
Blume Ventures & Other unnamed Investors,The Wedding Brigade,round_1815,Seed,600000.0,2016-04-28,2016
Rebright Partners,DocsApp,round_1816,Private Equity,1200000.0,2016-04-28,2016
Anand Rajaraman,DocsApp,round_1816,Private Equity,1200000.0,2016-04-28,2016
Venky Harinarayan,DocsApp,round_1816,Private Equity,1200000.0,2016-04-28,2016
RB Investments,Impact Guru,round_1817,Seed,500000.0,2016-04-29,2016
Fundnel,Impact Guru,round_1817,Seed,500000.0,2016-04-29,2016
vCommission,LetReach,round_1818,Private Equity,100000.0,2016-04-29,2016
Unitus Seed Fund,DriveU,round_1819,Seed,,2016-03-01,2016
RoundGlass Partners,Gympik,round_1820,Private Equity,,2016-03-01,2016
S Chand & Co,Testbook,round_1821,Private Equity,,2016-03-01,2016
Lip-Bu Tan,IQlect,round_1822,Private Equity,,2016-03-01,2016
Michael Marks,IQlect,round_1822,Private Equity,,2016-03-01,2016
Nicolas Braithwaite,IQlect,round_1822,Private Equity,,2016-03-01,2016
YourNest Angel Fund,MoMark,round_1823,Private Equity,600000.0,2016-03-02,2016
Kludein LLC\\nPhanindra Sama,Skedool,round_1824,Seed,,2016-03-02,2016
Narayan Ramachandran,Skedool,round_1824,Seed,,2016-03-02,2016
Pranav Pai,Skedool,round_1824,Seed,,2016-03-02,2016
Nandan Nilekani,Systemantics,round_1825,Private Equity,1400000.0,2016-03-02,2016
Accel Partners,Systemantics,round_1825,Private Equity,1400000.0,2016-03-02,2016
Dino Morea,Vertuals,round_1826,Seed,,2016-03-03,2016
Blinc Advisors,Imarticus Learning,round_1827,Private Equity,1000000.0,2016-03-03,2016
Amit Nanavati,Imarticus Learning,round_1827,Private Equity,1000000.0,2016-03-03,2016
Tashwinder Singh,Imarticus Learning,round_1827,Private Equity,1000000.0,2016-03-03,2016
Taranjit Jaswal,Imarticus Learning,round_1827,Private Equity,1000000.0,2016-03-03,2016
Amit Khanna,Imarticus Learning,round_1827,Private Equity,1000000.0,2016-03-03,2016
Matt Glickman,TinyStep,round_1829,Private Equity,,2016-03-04,2016
YourNest Angel Fund,Aahaa,round_1830,Private Equity,1000000.0,2016-03-04,2016
Sudhir Mehta,Arcatron Mobility,round_1831,Seed,,2016-03-04,2016
Anoop Hingorani,Arcatron Mobility,round_1831,Seed,,2016-03-04,2016
IvyCap Ventures,FTCash,round_1832,Seed,150000.0,2016-03-04,2016
Manoj Kumar & Other undisclosed investors,Civilsdaily,round_1833,Seed,,2016-03-04,2016
Daman Soni,Zappka,round_1834,Seed,100000.0,2016-03-04,2016
Rajat Gupta & Others,Zappka,round_1834,Seed,100000.0,2016-03-04,2016
Mohit Gulati,Tarusa World,round_1835,Seed,,2016-03-04,2016
Artiman Ventures,medECUBE,round_1836,Private Equity,4000000.0,2016-03-04,2016
Ruchirans Jaipuria,N.O.W,round_1837,Seed,500000.0,2016-03-07,2016
Anuj Sanghi,N.O.W,round_1837,Seed,500000.0,2016-03-07,2016
Accel Partners,Ninjacart,round_1838,Private Equity,3000000.0,2016-03-07,2016
Qualcomm Ventures,Ninjacart,round_1838,Private Equity,3000000.0,2016-03-07,2016
M&S Partners,Ninjacart,round_1838,Private Equity,3000000.0,2016-03-07,2016
Zop Smart,Ninjacart,round_1838,Private Equity,3000000.0,2016-03-07,2016
Rebright Partners,Reach,round_1839,Seed,500000.0,2016-03-07,2016
Sol Primero,Reach,round_1839,Seed,500000.0,2016-03-07,2016
Sudhir Anandarao,Reach,round_1839,Seed,500000.0,2016-03-07,2016
Ankur Warikoo,Reach,round_1839,Seed,500000.0,2016-03-07,2016
Ankur Singla,Reach,round_1839,Seed,500000.0,2016-03-07,2016
Unicorn Ventures,Vanity Cube,round_1840,Seed,250000.0,2016-03-07,2016
Naveen Tewari,Wooplr,round_1841,Seed,,2016-03-07,2016
Abhay Singhal,Wooplr,round_1841,Seed,,2016-03-07,2016
Amit Gupta,Wooplr,round_1841,Seed,,2016-03-07,2016
Piyush Shah,Wooplr,round_1841,Seed,,2016-03-07,2016
Raghunandan G,Wooplr,round_1841,Seed,,2016-03-07,2016
Rajiv Mehta,Wooplr,round_1841,Seed,,2016-03-07,2016
Undisclosed private investors,Medidaili,round_1842,Seed,100000.0,2016-03-07,2016
Matrix Partners India,Finomena,round_1843,Private Equity,,2016-03-08,2016
Vijay Krishna Yadav,Cookaroo,round_1844,Seed,,2016-03-08,2016
Apoorv Ranjan Sharma,vPhrase Analytics,round_1845,Seed,,2016-03-08,2016
Daud Ali and others,vPhrase Analytics,round_1845,Seed,,2016-03-08,2016
Prime Venture Partners,LoveCycles,round_1846,Seed,750000.0,2016-03-08,2016
Undisclosed Japanese investor,Kartrocket,round_1847,Private Equity,8000000.0,2016-03-08,2016
Bertelsmann India Investments,Kartrocket,round_1847,Private Equity,8000000.0,2016-03-08,2016
Nirvana Digital India Fund,Kartrocket,round_1847,Private Equity,8000000.0,2016-03-08,2016
Nirvana Digital Investment Holding Co Ltd,Kartrocket,round_1847,Private Equity,8000000.0,2016-03-08,2016
500 Start-Ups,Kartrocket,round_1847,Private Equity,8000000.0,2016-03-08,2016
Aspada Investment Advisors,dunzo,round_1848,Seed,650000.0,2016-03-08,2016
Blume Ventures.,dunzo,round_1848,Seed,650000.0,2016-03-08,2016
Amadeus Capital,Indiamart,round_1849,Private Equity,,2016-03-09,2016
Indian Angel Network,SmartVizX,round_1850,Seed,500000.0,2016-03-09,2016
Stanford Angels,SmartVizX,round_1850,Seed,500000.0,2016-03-09,2016
Entrepreneurs India,SmartVizX,round_1850,Seed,500000.0,2016-03-09,2016
"Vipul Parekh, ajesh K Murthy",MyGubbi,round_1851,Seed,2500000.0,2016-03-09,2016
PurpleTalk Inc,Nukkad Shops,round_1852,Seed,1000000.0,2016-03-09,2016
Amit Choudhary,Cloudacar,round_1853,Seed,,2016-03-09,2016
Anuj Puri,Cloudacar,round_1853,Seed,,2016-03-09,2016
Dheeraj Jain & Other angel investors,Justride,round_1854,Seed,400000.0,2016-03-09,2016
Puneet Gupta,Yana,round_1855,Seed,,2016-03-09,2016
Raj Gala Shah,Stylflip,round_1857,Seed,,2016-03-10,2016
Zaheer Memon,Stylflip,round_1857,Seed,,2016-03-10,2016
Ignition Partners,Icertis,round_1858,Private Equity,15000000.0,2016-03-10,2016
Greycroft Partners,Icertis,round_1858,Private Equity,15000000.0,2016-03-10,2016
Fidelity Growth Partners India,Icertis,round_1858,Private Equity,15000000.0,2016-03-10,2016
Mohit Goel,Supplified,round_1859,Seed,1000000.0,2016-03-10,2016
Janak Parikh,JollyFoodFellow,round_1860,Seed,,2016-03-11,2016
Hari Krishna,PinkBlue,round_1861,Seed,223608.0,2016-03-14,2016
Ajay Modani,PinkBlue,round_1861,Seed,223608.0,2016-03-14,2016
Dr V Ravinder,PinkBlue,round_1861,Seed,223608.0,2016-03-14,2016
Anirudh Rastogi,PinkBlue,round_1861,Seed,223608.0,2016-03-14,2016
Abhishek Jain,PinkBlue,round_1861,Seed,223608.0,2016-03-14,2016
Rakesh Gakhar,PinkBlue,round_1861,Seed,223608.0,2016-03-14,2016
Rajeev Mudumba,PinkBlue,round_1861,Seed,223608.0,2016-03-14,2016
Nagendra Prasad Bhanuprakash,PinkBlue,round_1861,Seed,223608.0,2016-03-14,2016
Agarwal Movers Group,TruckingCube,round_1862,Private Equity,14900000.0,2016-03-14,2016
Hemang Sahani,eSwasthya,round_1863,Seed,,2016-03-14,2016
S Chand and Co Pvt Ltd,FlipClass,round_1864,Private Equity,1000000.0,2016-03-15,2016
Blume Ventures,FlipClass,round_1864,Private Equity,1000000.0,2016-03-15,2016
Funding through 1Crowd platform,Proximit,round_1865,Seed,150000.0,2016-03-15,2016
Alex Kuruvilla,WithMe,round_1866,Seed,250000.0,2016-03-15,2016
Pradeep Guha,WithMe,round_1866,Seed,250000.0,2016-03-15,2016
Saket Dhankar,WithMe,round_1866,Seed,250000.0,2016-03-15,2016
Rajan Pandhare,WithMe,round_1866,Seed,250000.0,2016-03-15,2016
Chandrashekar Tallapragada,Gapoon,round_1867,Seed,180000.0,2016-03-16,2016
Pankaj Kapoor,Gapoon,round_1867,Seed,180000.0,2016-03-16,2016
Kris Gopalakrishnan,Avagmah,round_1868,Seed,,2016-03-16,2016
Atul Nishar,Avagmah,round_1868,Seed,,2016-03-16,2016
Beenext,WorkIndia,round_1869,Seed,,2016-03-16,2016
Zishaan Hayath,Wealthy,round_1870,Seed,250000.0,2016-03-16,2016
Abhishek Goyal,Wealthy,round_1870,Seed,250000.0,2016-03-16,2016
Arjun and Rohan Malhotra,Wealthy,round_1870,Seed,250000.0,2016-03-16,2016
Harpreet Singh Grover,Wealthy,round_1870,Seed,250000.0,2016-03-16,2016
Gagan Dugal,Wealthy,round_1870,Seed,250000.0,2016-03-16,2016
Swastika Company Ltd,Qlivery,round_1872,Seed,230000.0,2016-03-17,2016
Rannvijay Singh,Liftiee,round_1874,Seed,108000.0,2016-03-17,2016
Anita Hassanandani,Liftiee,round_1874,Seed,108000.0,2016-03-17,2016
Sashi Reddi & Other unnamed investors,Hello Curry,round_1875,Private Equity,1500000.0,2016-03-18,2016
Naveen Gupta,goSporto,round_1876,Seed,30000.0,2016-03-19,2016
Unitus Seed Fund,OneClickWash,round_1877,Seed,,2016-03-21,2016
Google Capital,Girnar Software,round_1878,Private Equity,,2016-03-21,2016
CASHurDRIVE Marketing Pvt Ltd,Room On Call,round_1879,Private Equity,2000000.0,2016-03-21,2016
Sequoia India,Byju\\xe2\\x80\\x99s,round_1880,Private Equity,75000000.0,2016-03-22,2016
Sofina,Byju\\xe2\\x80\\x99s,round_1880,Private Equity,75000000.0,2016-03-22,2016
Abraaj Group,BigBasket,round_1881,Private Equity,150000000.0,2016-03-22,2016
Indian Angel Network,DrivoJoy,round_1882,Seed,600000.0,2016-03-22,2016
Tracxn Labs & Others,DrivoJoy,round_1882,Seed,600000.0,2016-03-22,2016
Sachin Tendulkar,Smartron,round_1883,Private Equity,,2016-03-22,2016
Rajul Garg,LifCare,round_1884,Seed,,2016-03-22,2016
Alok Mittal,LifCare,round_1884,Seed,,2016-03-22,2016
Kunal Shah,LifCare,round_1884,Seed,,2016-03-22,2016
Rishi Mandawat,LifCare,round_1884,Seed,,2016-03-22,2016
Dheeraj Jain,LifCare,round_1884,Seed,,2016-03-22,2016
Sandeep Tandon,LifCare,round_1884,Seed,,2016-03-22,2016
Dexter Angel Circle,LifCare,round_1884,Seed,,2016-03-22,2016
Pix Vine Capital,CreditSeva,round_1885,Seed,360000.0,2016-03-22,2016
Infocomm Development Authority of Singapore,CreditSeva,round_1885,Seed,360000.0,2016-03-22,2016
GAIN,CityShor,round_1886,Seed,,2016-03-22,2016
Devidas Desai,Endless Robotics,round_1887,Seed,100000.0,2016-03-23,2016
Vipul Gautam,Endless Robotics,round_1887,Seed,100000.0,2016-03-23,2016
Singapore Angel Network,Endless Robotics,round_1887,Seed,100000.0,2016-03-23,2016
Indian Angel Network,SP Robotics,round_1888,Seed,300000.0,2016-03-23,2016
500 Startups,StalkBuyLove,round_1889,Seed,,2016-03-23,2016
Littlerock,StalkBuyLove,round_1889,Seed,,2016-03-23,2016
Singularity Ventures,StalkBuyLove,round_1889,Seed,,2016-03-23,2016
BitChemy Ventures,eKincare,round_1890,Private Equity,330000.0,2016-03-23,2016
Maheshwari Investments Pvt Ltd,eKincare,round_1890,Private Equity,330000.0,2016-03-23,2016
Anshoo Gaur,eKincare,round_1890,Private Equity,330000.0,2016-03-23,2016
Rama Krishna Reddy,eKincare,round_1890,Private Equity,330000.0,2016-03-23,2016
Sandeep Seerapu,eKincare,round_1890,Private Equity,330000.0,2016-03-23,2016
Bhavish Aggarwal,HashLearn,round_1891,Seed,,2016-03-23,2016
Binny Bansal,HashLearn,round_1891,Seed,,2016-03-23,2016
\\xc2\\xa0 Rajan Anandan,HashLearn,round_1891,Seed,,2016-03-23,2016
Mekin Maheshwar,HashLearn,round_1891,Seed,,2016-03-23,2016
Sunil Kalra,HashLearn,round_1891,Seed,,2016-03-23,2016
Anupam Mittal,HashLearn,round_1891,Seed,,2016-03-23,2016
Krishna Mehra,HashLearn,round_1891,Seed,,2016-03-23,2016
Singapore Angel Network,HashLearn,round_1891,Seed,,2016-03-23,2016
Broadbean Capital services,Wheelstreet,round_1892,Private Equity,500000.0,2016-03-23,2016
Bharanidharan Viswanathan,Horntell,round_1893,Seed,150000.0,2016-03-24,2016
Sanjiv Mittal,Horntell,round_1893,Seed,150000.0,2016-03-24,2016
Shobhit Shukla,Horntell,round_1893,Seed,150000.0,2016-03-24,2016
Rahul Agarwal,Horntell,round_1893,Seed,150000.0,2016-03-24,2016
Robin Utthappa,HealthEminds,round_1895,Seed,,2016-03-29,2016
Rajul Garg,Babygogo,round_1896,Seed,300000.0,2016-03-29,2016
Daljit Singh,Babygogo,round_1896,Seed,300000.0,2016-03-29,2016
Aditya Vij,Babygogo,round_1896,Seed,300000.0,2016-03-29,2016
Kishore Kumar,Babygogo,round_1896,Seed,300000.0,2016-03-29,2016
Shuchin Bajaj,Babygogo,round_1896,Seed,300000.0,2016-03-29,2016
Sarva Capital,Veritas Finance,round_1897,Private Equity,4700000.0,2016-03-29,2016
Jay Vijayan,FixNix,round_1899,Seed,500000.0,2016-03-29,2016
SoftBank Ventures Korea,True Balance,round_1900,Private Equity,,2016-03-30,2016
Alok Mittal,Touchkin,round_1901,Seed,400000.0,2016-03-30,2016
Amit Gupta,Touchkin,round_1901,Seed,400000.0,2016-03-30,2016
Anuj Srivastava,Touchkin,round_1901,Seed,400000.0,2016-03-30,2016
Himanshu Aggarwal,Touchkin,round_1901,Seed,400000.0,2016-03-30,2016
Raghunandan G,Touchkin,round_1901,Seed,400000.0,2016-03-30,2016
Puneet Agarwal,Touchkin,round_1901,Seed,400000.0,2016-03-30,2016
